50030538,42
50036415,209
50025780,328
50035675,944
50030459,1013
50000039,1040
50029339,1044
50030175,1122
50030474,1144
50029881,1200
50030779,1374
50030799,1374
50030800,1374
50031565,1374
50035357,1374
50032765,1482
50029871,1553
50023622,2155
50023689,3345
50030554,3466
50031641,3592
50036267,3813
50029535,3816
50032258,3882
50029061,3998
50030456,4542
50031634,4542
50029934,4870
50029235,5091
50031492,5278
50029936,5467
50030035,5636
50030766,5636
50031726,5795
50030452,6205
50030453,6205
50035644,6205
50033240,6215
50030770,6415
50035149,6536
50034847,7673
50031329,8830
50031551,9278
50030804,9576
50029900,10126
50029885,10130
50030279,10292
50030605,10514
50030645,10626
50030385,10650
50036268,10940
50031149,10991
50031440,11037
50030747,12056
50032082,12153
50031338,12172
50031111,12213
50029114,12629
50032212,12951
50029682,13038
50030151,13056
50029625,13747
50030541,13765
50030615,14268
50029456,14512
50000911,14522
50029402,14979
50031446,15202
50030155,15247
50028996,15421
50030923,16190
50036310,16273
50029541,16419
50030478,16547
50030404,16637
50029400,17742
50032710,18939
50031208,19120
50007886,20775
50029260,20867
50030693,20867
50029530,20988
50032531,21242
50033309,21674
50029680,21823
50033553,21860
50035683,21865
50032257,21931
50029406,22113
50029496,22115
50031580,22366
50030519,22847
50030267,22917
50035056,22976
50029025,23663
50036338,23886
50029474,24045
50030569,24407
50034555,24463
50030562,24624
50034190,25102
50035540,25137
50030801,25280
50031100,25784
50036470,25975
50036399,25981
50032706,26045
50032123,26064
50007588,26196
50033009,26961
50029322,26995
50032771,27247
50029113,27430
50015978,27565
50029264,27684
50033139,28766
50000064,28948
50032103,29027
50029618,29770
50030638,29770
50035066,29799
50031369,30231
50036047,30285
50030030,30336
50031277,30577
50029633,30874
50029360,31513
50030634,31804
50029066,32452
50029023,33037
50033888,33156
50029240,33543
50001305,33641
50029437,34153
50029202,34370
50029144,34579
50031029,34844
50033758,35437
50032299,36158
50029942,36650
50032777,37731
50029407,38362
50030114,38362
50030442,38398
50032187,38600
50029949,38984
50030112,39514
50032237,39565
50029685,39673
50030670,39673
50033156,40425
50029045,40579
50029638,40900
50031625,40900
50035111,40918
50029318,40972
50029546,41045
50032142,41308
50035614,41394
50029270,41403
50036393,41510
50032964,41588
50030017,41661
50009581,42830
50036146,43172
50031213,43524
50002872,43584
50029877,43956
50030560,44574
50029148,44679
50031216,44962
50033118,44962
50030424,45219
50030460,46226
50031896,47192
50029234,47344
50032068,47822
50033305,48048
50030741,48373
50035064,48500
50030158,48696
50029875,49200
50030050,49570
50031353,49708
50029128,49779
50034402,50044
50032877,50173
50031325,50186
50029379,50381
50031439,50381
50029269,50656
50032108,50656
50029332,50916
50030757,51093
50029050,52820
50029767,52882
50031392,53092
50029527,53189
50030177,53286
50033943,53323
50032885,53838
50033137,54453
50030972,54683
50033241,54826
50036343,54963
50036188,55024
50029141,55130
50029595,55675
50017471,56876
50025677,56876
50032116,56876
50032705,56876
50030356,57207
50030745,57207
50029313,57306
50029369,57315
50033360,57337
50032660,57555
50030530,57657
50029788,58430
50029757,58674
50028955,59263
50030521,59293
50030542,59293
50029822,59572
50029362,59671
50029044,59923
50036148,60797
50029459,61384
50029356,61861
50029763,62006
50030384,62526
50030632,62544
50036562,62831
50029153,64398
50029154,64418
50032084,64833
50034895,65091
50029515,65634
50033733,65759
50029574,65766
50029182,65960
50035574,65960
50031322,66341
50029510,66373
50029956,67033
50032079,67342
50032691,67521
50032566,67607
50031108,67738
50033570,67767
50029229,68553
50029626,69102
50036253,70031
50032715,70212
50030591,70298
50035106,71609
50029899,72417
50030754,72482
50036357,72503
50031274,72676
50029059,72787
50029156,73244
50033140,73381
50029287,73521
50029080,73699
50031456,73883
50030536,73900
50029253,74063
50032422,74233
50029874,74337
50031254,74337
50029645,74513
50030535,74544
50029619,76185
50031972,76206
50032666,76868
50029304,77076
50029972,77164
50033694,77232
50029351,77838
50030032,78248
50031370,78248
50029158,79133
50031260,79234
50036402,79361
50029631,80218
50029940,80342
50029277,80434
50005795,80479
50030933,81160
50030337,81859
50032393,82113
50029882,82373
50032342,82389
50032707,82389
50032982,82389
50031699,83018
50032310,83062
50032362,83062
50029309,83664
50031628,83664
50036173,83691
50035626,84437
50036189,85390
50033447,85805
50030841,86101
50030045,86659
50034856,86659
50020153,86734
50030363,87092
50035697,87660
50030150,87847
50035529,88453
50029759,88778
50029681,88787
50030243,89474
50035296,90712
50029321,90843
50029693,90853
50029926,91274
50029373,91521
50029896,91593
50032757,91593
50029621,91657
50030625,91969
50032519,92366
50036325,92551
50029132,92849
50033232,93743
50030208,94385
50029542,94476
50036133,94476
50033940,94844
50030196,95618
50029520,95723
50030025,95806
50035455,95806
50032309,96004
50031381,96091
50007174,96094
50036390,96337
50030644,96510
50029957,97468
50029029,98754
50033598,98783
50004527,98994
50030587,99236
50031312,100020
50032932,100648
50029147,100980
50002324,101056
50031065,101311
50030097,102576
50031520,102576
50029368,102677
50029272,102698
50035336,102698
50033499,102948
50033518,103028
50036214,104098
50030955,104141
50029508,104569
50035404,104666
50030458,104763
50031729,104878
50031731,104919
50030390,105095
50030415,105677
50031543,106227
50030051,106236
50029237,106306
50029074,106671
50029244,107617
50030157,107617
50016805,107813
50029308,109151
50029307,109211
50029330,109349
50032409,109379
50030285,109485
50030612,109485
50031125,109485
50029702,109949
50034636,110011
50029381,110071
50029889,110207
50028902,110894
50033680,110895
50033736,110895
50030711,111233
50030681,111238
50030351,111732
50030934,112879
50029781,113485
50029667,113489
50031118,114333
50034136,114416
50031331,114604
50032656,114686
50034316,115319
50029358,115550
50029427,115946
50033530,116090
50029870,116442
50029683,116720
50030635,116720
50029897,117303
50031544,117528
50031532,117985
50036401,118373
50035911,118685
50032764,118781
50031445,119120
50036144,119208
50029830,119456
50029855,119462
50029227,119611
50029393,119782
50004898,119881
50029628,119889
50030708,119935
50029030,120877
50036051,121261
50029723,121520
50029904,121995
50030254,122726
50031299,122726
50034925,123572
50030451,123620
50029692,123791
50032677,123978
50031862,123984
50029676,125385
50029252,126485
50029825,126599
50036322,127057
50030108,127103
50030696,127574
50029142,127603
50029291,127638
50031631,127638
50032249,127753
50031287,127770
50035180,128079
50029488,128118
50029069,128165
50032605,128214
50030185,128268
