50005326,4,"Dorfbarbier, Der",Der Dorfbarbier,,
50005327,4,"Zweikampf mit der Geliebten, Der",Der Zweikampf mit der Geliebten,,
50005331,4,"Himmel, Der",Der Himmel,,
50005409,4,"Weisse Hirsch, Der",Der Weisse Hirsch,1,
50005413,4,"Beiden Grenadiere, Die",Die Beiden Grenadiere,1,
50005420,4,"Heinzelmännchen, Die",Die Heinzelmännchen,,
50005422,4,"Hoch dem Rheinland, Ein",Ein Hoch dem Rheinland,,
50005423,4,"Sächsische Tambour, Der",Der Sächsische Tambour,,
50005428,4,"Fürchterlichen Wahlweiber, Die",Die Fürchterlichen Wahlweiber,1,
50005437,2,"Viaggatori felici, I",I Viaggatori felici,1,
50005438,3,"Muette de Portici, La",La Muette de Portici,1,
50005461,4,"Gratulantenchor, Das",Das Gratulantenchor,,
50005494,4,"Keyseren-Musica, Das",Das Keyseren-Musica,,
50005497,4,"Gärtli, Das",Das Gärtli,,
50005553,4,"Eremit, Der",Der Eremit,,
50005586,2,"Isle déserte, L'",L'Isle déserte,1,
50005589,4,"Donauweibchen III, Das",Das Donauweibchen III,,
50005600,4,"Schulmeister, Der",Der Schulmeister,,
50005627,4,"Venusverehrung, Die",Die Venusverehrung,,
50005628,4,"Rubin, Der",Der Rubin,,
50005633,4,"Wanderer an den Tod, Der",Der Wanderer an den Tod,,
50005642,4,"Letzte, Das",Das Letzte,,
50006018,4,"Erste Kuß, Der",Der Erste Kuß,1,
50006019,5,"Sehr gewöhnliche Geschichte, Eine",Eine Sehr gewöhnliche Geschichte,1,
50006020,4,"Zu späte Ankunft der Mutter, Die",Die Zu späte Ankunft der Mutter,1,
50006116,4,"Glück eines guten Gewissens, Das",Das Glück eines guten Gewissens,,
50006128,4,"Liebe der Feinde, Die",Die Liebe der Feinde,,
50006130,4,"Wachsamkeit, Die",Die Wachsamkeit,,
50006132,4,"Kampf der Tugend, Der",Der Kampf der Tugend,,
50006133,4,"Tätige Glaube, Der",Der Tätige Glaube,1,
50006134,4,"Fähige Glaub', Der",Der Fähige Glaub',1,
50006135,4,"Liebe des Nächsten, Die",Die Liebe des Nächsten,,
50006137,4,"Güte Gottes, Die",Die Güte Gottes,,
50006147,4,"Natürliche Verderben des Menschen, Das",Das Natürliche Verderben des Menschen,1,
50006179,4,"Kartenhäuschen, Das",Das Kartenhäuschen,,
50006186,4,"Besenhändler, Der",Der Besenhändler,,
50006187,4,"Vergnügte, Der",Der Vergnügte,,
50006192,4,"Klavier, Das",Das Klavier,,
50006193,4,"Sonne beim Aufgang, Die",Die Sonne beim Aufgang,,
50006198,4,"Eitle Mädchen, Das",Das Eitle Mädchen,1,
50006203,4,"Sonne in ihrem Aufgang, Die",Die Sonne in ihrem Aufgang,,
50006204,4,"Beste Mädchen, Das",Das Beste Mädchen,1,
50006213,4,"Mädchen beim Spinnrad, Das",Das Mädchen beim Spinnrad,,
50006521,4,"Vergänglichkeit, Die",Die Vergänglichkeit,,
50006522,4,"Ruine, Die",Die Ruine,,
50006528,3,"Carnaval de Venise, Le",Le Carnaval de Venise,1,
50006531,4,"Portugiesische Gasthof, Der",Der Portugiesische Gasthof,,
50006533,4,"Wilden, Die",Die Wilden,,
50006535,4,"Nuit dans la forêt, Une",Une Nuit dans la forêt,1,
50006537,4,"Nacht im Walde, Die",Die Nacht im Walde,,
50006538,4,"Onkel in Livrée, Der",Der Onkel in Livrée,,
50006539,4,"Komische Oper, Die",Die Komische Oper,1,
50006540,4,"Trois fermiers, Les",Les Trois fermiers,1,
50006542,4,"Stumme in der Sierra Morena, Der",Der Stumme in der Sierra Morena,,
50006543,4,"Philosophen, Die",Die Philosophen,,
50006544,4,"Eingebildeten, Die",Die Eingebildeten,,
50006545,4,"Astrologi immaginari, Gli",Gli Astrologi immaginari,1,
50006548,4,"Steinerne Gast, Der",Der Steinerne Gast,1,
50006549,4,"Neugierige Frauenzimmer, Das",Das Neugierige Frauenzimmer,1,
50006551,2,"Intrigue aux fenêtres, L'",L'Intrigue aux fenêtres,1,
50006552,4,"Singspiel an den Fenstern, Das",Das Singspiel an den Fenstern,,
50006555,4,"Betrogene Dieb, Der",Der Betrogene Dieb,1,
50006556,4,"Donnerwetter, Das",Das Donnerwetter,,
50006557,4,"Bettelstudent, Der",Der Bettelstudent,,
50006558,4,"Dorfhirt, Der",Der Dorfhirt,,
50006559,4,"Kühehirt Fritz, Der",Der Kühehirt Fritz,,
50006560,4,"Dorfschulmeister, Der",Der Dorfschulmeister,,
50006562,4,"Sempacherschlacht, Die",Die Sempacherschlacht,,
50006563,4,"Eingebildete Kranke, Der",Der Eingebildete Kranke,1,
50006566,3,"Ressemblance, La",La Ressemblance,1,
50006568,4,"Schutzgenius, Der",Der Schutzgenius,,
50006570,3,"Finto cavalier parigino, Il",Il Finto cavalier parigino,1,
50006571,3,"Cavaglier parigino, Il",Il Cavaglier parigino,1,
50006572,4,"Beiden Füchse, Die",Die Beiden Füchse,1,
50006577,4,"Wachtel, Die",Die Wachtel,,
50006578,2,"Eremito, L'",L'Eremito,1,
50006580,4,"Treu, Die",Die Treu,,
50006594,4,"Donauweibchen, Das",Das Donauweibchen,,
50006596,3,"Chapitre second, Le",Le Chapitre second,1,
50006597,4,"Trois jours, Les",Les Trois jours,1,
50006608,4,"Trinker, Der",Der Trinker,,
50006613,3,"Bona sera, La",La Bona sera,1,
50006620,3,"Nona, La",La Nona,1,
50006621,3,"Zopetta, La",La Zopetta,1,
50006626,3,"Quinquet, La",La Quinquet,1,
50006627,3,"Rat, La",La Rat,1,
50006635,4,"Kobold, Der",Der Kobold,,
50006639,4,"Fuchs und der Marder, Der",Der Fuchs und der Marder,,
50006641,4,"Gewißheit, Die",Die Gewißheit,,
50006643,4,"Verlust, Der",Der Verlust,,
50006647,4,"Hirsch, Der",Der Hirsch,,
50006649,4,"Furchtsame, Der",Der Furchtsame,,
50006659,4,"Mutter an ihr Kind in der Wiege, Die",Die Mutter an ihr Kind in der Wiege,,
50006661,4,"Freigeist, Der",Der Freigeist,,
50006663,4,"Hexen-Einmal-Eins, Das",Das Hexen-Einmal-Eins,,
50006666,4,"Hofstellungen, Die",Die Hofstellungen,,
50006668,4,"Schöne, Das",Das Schöne,,
50006673,4,"Bäcker und die Maus, Der",Der Bäcker und die Maus,,
50006675,4,"Freie Mann, Der",Der Freie Mann,1,
50006678,4,"Böse Weib, Das",Das Böse Weib,1,
50006679,4,"Flinte und der Hase, Die",Die Flinte und der Hase,,
50006682,4,"Menschenfreund, Der",Der Menschenfreund,,
50006686,4,"Nachbar, Der",Der Nachbar,,
50006688,4,"Schuster bleib bei seinem Leist, Der",Der Schuster bleib bei seinem Leist,,
50006693,4,"Tulipane, Die",Die Tulipane,,
50006694,4,"Esel und die Dohle, Der",Der Esel und die Dohle,,
50006697,4,"Höchste Gut, Das",Das Höchste Gut,1,
50006698,4,"Größte Gut, Das",Das Größte Gut,1,
50006699,4,"Reitpferd, Das",Das Reitpferd,,
50006701,4,"Fuchs und der Adler, Der",Der Fuchs und der Adler,,
50006705,4,"Künftige Gemahl, Der",Der Künftige Gemahl,1,
50006707,4,"Schiffahrt, Die",Die Schiffahrt,,
50006708,3,"Petit matelot, Le",Le Petit matelot,1,
50006709,4,"Kleine Matrose, Der",Der Kleine Matrose,1,
50006710,4,"Glück der Liebenden, Das",Das Glück der Liebenden,,
50006714,4,"Mäher, Die",Die Mäher,,
50006722,4,"Sonne, Die",Die Sonne,,
50006726,4,"Junge Hirtin, Die",Die Junge Hirtin,1,
50006727,4,"Macht der Liebe, Die",Die Macht der Liebe,,
50006728,4,"Anger, Der",Der Anger,,
50006731,4,"Blick der Liebe, Der",Der Blick der Liebe,,
50006734,4,"Spinnerin, Die",Die Spinnerin,,
50006737,4,"Eine Beste, Das",Das Eine Beste,1,
50006743,4,"Totenopfer, Das",Das Totenopfer,,
50006750,4,"Quelle, Die",Die Quelle,,
50006751,4,"Flucht der Zeit, Die",Die Flucht der Zeit,,
50006752,4,"Lieblingsörtchen, Das",Das Lieblingsörtchen,,
50006753,4,"Gnomen, Die",Die Gnomen,,
50006754,4,"Elfenkönigin, Die",Die Elfenkönigin,,
50006760,3,"Primavera, La",La Primavera,1,
50006761,4,"Mondnacht, Die",Die Mondnacht,,
50006834,4,"Donauweibchen II, Das",Das Donauweibchen II,,
50006835,4,"Sternenmädchen im Maidlinger Walde, Das",Das Sternenmädchen im Maidlinger Walde,,
50006836,4,"Sternmädchen, Das",Das Sternmädchen,,
50006838,4,"Schatzgräber, Der",Der Schatzgräber,,
50006841,4,"Alpenkönig und der Menschenfeind, Der",Der Alpenkönig und der Menschenfeind,,
50006842,4,"Schwestern von Prag, Die",Die Schwestern von Prag,,
50006843,4,"Müllerin, Die",Die Müllerin,,
50006844,3,"Porteur d'eau, Le",Le Porteur d'eau,1,
50006864,2,"Anacreonte tiranno, L'",L'Anacreonte tiranno,,
50006954,4,"Schöpfer, Der",Der Schöpfer,,
50006955,4,"Graf, Der",Der Graf,,
50007042,4,"Schweizer Bund, Der",Der Schweizer Bund,,
50007119,4,"Arme Sünder, Der",Der Arme Sünder,1,
50007127,3,"Fils du mystère, Le",Le Fils du mystère,1,
50007150,4,"Zufriedenheit, Die",Die Zufriedenheit,,
50007158,4,"Erscheinung, Die",Die Erscheinung,,
50007162,3,"Danger d'écouter aux portes, Le",Le Danger d'écouter aux portes,1,
50007168,4,"Einsiedler, Der",Der Einsiedler,,
50007170,4,"Mensch, Der",Der Mensch,,
50007173,3,"Bourbonaise, La",La Bourbonaise,,
50007177,3,"Tintamar de la guitarre, Le",Le Tintamar de la guitarre,1,
50007178,3,"Fustinberg, La",La Fustinberg,,
50007183,3,"Charme de s'entendre, Le",Le Charme de s'entendre,1,
50007185,3,"Vérité, La",La Vérité,1,
50007187,4,"Adieux d'un jeune croisé, Les",Les Adieux d'un jeune croisé,1,
50007192,2,"Étranger, L'",L'Étranger,1,
50007193,3,"Mode, La",La Mode,1,
50007198,3,"Libertá, La",La Libertá,,La libertà
50007211,4,"Montagnes d'Auvergne, Les",Les Montagnes d'Auvergne,1,
50007213,3,"Canelupé, Le",Le Canelupé,,
50007214,2,"Inconséquente, L'",L'Inconséquente,1,
50007225,3,"Réconciliation villageoise, La",La Réconciliation villageoise,1,
50007226,2,"Aveugle de Palmire, L'",L'Aveugle de Palmire,1,
50007231,3,"Fée Urgèle, La",La Fée Urgèle,1,
50007232,3,"Volage, La",La Volage,1,
50007237,3,"Retour au village, Le",Le Retour au village,1,
50007274,4,"Pflicht zum Vergnügen, Die",Die Pflicht zum Vergnügen,,
50007285,2,"Heureux stratagème, L'",L'Heureux stratagème,1,
50007287,4,"Troqueurs, Les",Les Troqueurs,1,
50007336,4,"Flüchtigkeit des Lebens, Die",Die Flüchtigkeit des Lebens,,
50007337,4,"Vertrauen auf Gott, Das",Das Vertrauen auf Gott,,
50007338,4,"Späte Rose, Die",Die Späte Rose,1,
50007343,4,"Winter, Der",Der Winter,,
50007357,4,"Große Halleluja, Das",Das Große Halleluja,1,
50007409,2,"Amitié, L'",L'Amitié,1,
50007414,3,"Pensée, La",La Pensée,1,
50007416,3,"Pouvoir de l'amour, Le",Le Pouvoir de l'amour,1,
50007418,3,"Fièvre, La",La Fièvre,1,
50007427,3,"Guerrier troubadour, Le",Le Guerrier troubadour,1,
50007430,3,"Pèlerin, Le",Le Pèlerin,1,
50007437,3,"Soir, Le",Le Soir,1,
50007448,4,"Devoirs d'un chevalier, Les",Les Devoirs d'un chevalier,1,
50007449,2,"Aveu d'une femme, L'",L'Aveu d'une femme,1,
50007450,3,"Séparation, La",La Séparation,1,
50007452,3,"Vision d'Emma, La",La Vision d'Emma,1,
50007463,3,"Chant d'amour, Le",Le Chant d'amour,1,
50007478,3,"Chapelle des trois amans, La",La Chapelle des trois amans,1,
50007514,3,"Montagne, La",La Montagne,1,
50007530,3,"Caccia, La",La Caccia,1,
50007535,3,"Danse et l'amour, La",La Danse et l'amour,1,
50007537,3,"Roman, Le",Le Roman,1,
50007541,3,"Silence, Le",Le Silence,1,
50007542,2,"Éducation de l'amour, L'",L'Éducation de l'amour,1,
50007543,3,"Bien-aimé vers son amie, Le",Le Bien-aimé vers son amie,1,
50007544,2,"Amour fixé par le temps, L'",L'Amour fixé par le temps,1,
50007545,3,"Coucher du soleil, Le",Le Coucher du soleil,1,
50007551,3,"Départ du guerrier, Le",Le Départ du guerrier,1,
50007552,3,"Plaisanterie, La",La Plaisanterie,1,
50007553,3,"Troubadour, Le",Le Troubadour,1,
50007561,3,"Festa di Piedigrotta, La",La Festa di Piedigrotta,1,
50007568,3,"Garde suisse, La",La Garde suisse,1,
50007573,4,"Trois âges, Les",Les Trois âges,1,
50007574,2,"Abandon, L'",L'Abandon,1,
50007576,2,"Addio, L'",L'Addio,1,
50007583,2,"Aveugle Ecossais, L'",L'Aveugle Ecossais,,L'aveugle ecossais
50007593,3,"Regret, Le",Le Regret,1,
50007594,4,"Oui et les non, Les",Les Oui et les non,1,
50007595,3,"Novice de la Trappe, Le",Le Novice de la Trappe,1,
50007604,2,"Infidèle, L'",L'Infidèle,1,
50007606,3,"Mystère, Le",Le Mystère,1,
50007614,3,"Départ du croisé, Le",Le Départ du croisé,1,
50007615,4,"Bords du lac, Les",Les Bords du lac,1,
50007661,2,"Fiori, I",I Fiori,1,
50007666,4,"Knabe an das blauäugen Vergissmeinnicht, Der",Der Knabe an das blauäugen Vergissmeinnicht,,
50007671,4,"Nachruhm, Der",Der Nachruhm,,
50007672,4,"Lied vom Schmetterling, Das",Das Lied vom Schmetterling,,
50007675,4,"Gewinn des Lebens, Der",Der Gewinn des Lebens,,
50007714,3,"Navigateur, Le",Le Navigateur,1,
50007729,3,"Pupille Ruse, La",La Pupille Ruse,,La pupille ruse
50007731,3,"Tonnelier, Le",Le Tonnelier,1,
50007732,2,"Amant piqué, L'",L'Amant piqué,1,
50007738,3,"Devin du village, Le",Le Devin du village,1,
50007740,2,"Amant déguisé, L'",L'Amant déguisé,1,
50007741,3,"Jardenier supposé, Le",Le Jardenier supposé,1,
50007743,4,"Deux avares, Les",Les Deux avares,1,
50007744,4,"Deux miliciens, Les",Les Deux miliciens,1,
50007747,2,"Union de l'Amour et des arts, L'",L'Union de l'Amour et des arts,,L'union de l'amour et des arts
50007774,3,"Tuono, Il",Il Tuono,1,
50007775,3,"Fuggita, La",La Fuggita,1,
50007866,4,"Handschuh, Der",Der Handschuh,,
50007904,3,"Ménestrel á Aldar, Le",Le Ménestrel á Aldar,,Le ménestrel à Aldar
50008037,3,"Clochette, La",La Clochette,1,
50008042,3,"Quaglia, La",La Quaglia,1,
50008052,3,"Resurrezione, La",La Resurrezione,1,
50008444,3,"Pastur della montagna, Il",Il Pastur della montagna,1,
50008449,4,"Schweizer Knabe, Der",Der Schweizer Knabe,,
50008453,4,"Freie Schweizerhirte, Der",Der Freie Schweizerhirte,1,
50008455,3,"Clam della quagla, Il",Il Clam della quagla,1,
50008595,3,"Finta amante, La",La Finta amante,1,
50008606,3,"Pesca, La",La Pesca,1,
50008613,3,"Cavaliere errante, Il",Il Cavaliere errante,1,
50008618,2,"Cherusci, I",I Cherusci,1,
50008626,2,"Amandier, L'",L'Amandier,1,
50008628,2,"Heremite hospitalier, L'",L'Heremite hospitalier,1,
50008629,2,"Heure du soir, L'",L'Heure du soir,1,
50008631,2,"Amant malheureux, L'",L'Amant malheureux,1,
50008648,3,"Duple, La",La Duple,1,
50008655,3,"Rosalie, La",La Rosalie,,
50008656,3,"Jour à Paris, Un",Un Jour à Paris,1,
50008657,3,"Savoyarde, La",La Savoyarde,,
50008658,3,"Louisa, La",La Louisa,,
50008659,3,"Textor, La",La Textor,,
50008663,2,"Apelle, L'",L'Apelle,,
50008665,3,"Retour, Le",Le Retour,1,
50008667,3,"Vue, La",La Vue,1,
50008668,3,"Debuche, Le",Le Debuche,1,
50008670,3,"Volselet, Le",Le Volselet,,
50008671,3,"Dauphin, Le",Le Dauphin,,
50008672,3,"Point du Jour des Veneurs, Le",Le Point du Jour des Veneurs,,Le point du jour des veneurs
50008673,3,"Bon soir des Veneurs, Le",Le Bon soir des Veneurs,,Le bon soir des veneurs
50008675,3,"Laitière, La",La Laitière,1,
50008676,3,"Diane, La",La Diane,,
50008677,2,"Action, L'",L'Action,1,
50008679,3,"Gothere, La",La Gothere,,
50008682,3,"Charfe, La",La Charfe,,
50008683,3,"Clochette merveilleuse, La",La Clochette merveilleuse,1,
50008694,3,"Schiavita, La",La Schiavita,1,
50008695,3,"Giulgia, La",La Giulgia,1,
50009041,3,"Triumph della Virtüdt, Il",Il Triumph della Virtüdt,,Il triumph della virtüdt
50009043,3,"Bunted divina, La",La Bunted divina,1,
50009324,3,"Complaisante, La",La Complaisante,1,
50009325,3,"Capricieuse, La",La Capricieuse,1,
50009326,4,"Langueurs tendres, Les",Les Langueurs tendres,1,
50009327,2,"Irresolué, L'",L'Irresolué,1,
50009328,3,"Journalière, La",La Journalière,1,
50009340,3,"Roi et le fermier, Le",Le Roi et le fermier,1,
50009342,4,"Deux chasseurs et la laitière, Les",Les Deux chasseurs et la laitière,1,
50009343,3,"Marseillaise, La",La Marseillaise,,
50009344,3,"Carmagnole, La",La Carmagnole,,
50009349,3,"Négresse, La",La Négresse,1,
50009355,2,"Effet du bon vin, L'",L'Effet du bon vin,1,
50009356,3,"Folle par amour, La",La Folle par amour,1,
50009357,3,"Dispense d'âge, La",La Dispense d'âge,1,
50009359,3,"Soeur innocente, La",La Soeur innocente,1,
50009366,3,"Peintre amoureux de son modèle, Le",Le Peintre amoureux de son modèle,1,
50009368,4,"Amours de Bastien et Bastienne, Les",Les Amours de Bastien et Bastienne,1,
50009376,2,"Enfant trouvé, L'",L'Enfant trouvé,1,
50009589,3,"Chapelet, Le",Le Chapelet,1,
50009596,4,"Werbung, Die",Die Werbung,,
50009636,4,"Braut des Heiligen Geistes, Die",Die Braut des Heiligen Geistes,,
50009648,3,"Flur Maria, La",La Flur Maria,1,
50009652,4,"Lenz ist da, Der",Der Lenz ist da,,
50009655,4,"Ruines de Babylone, Les",Les Ruines de Babylone,1,
50009659,4,"Beinwurstlied, Das",Das Beinwurstlied,,
50009668,2,"Alba, L'",L'Alba,1,
50009677,4,"Unzertrennlichen, Die",Die Unzertrennlichen,,
50009678,4,"Little inseparables, The",The Little inseparables,1,
50009679,4,"Petits inséparables, Les",Les Petits inséparables,1,
50009715,4,"Einsame Pfeifer, Der",Der Einsame Pfeifer,1,
50009740,4,"Ritter und die Heilige, Der",Der Ritter und die Heilige,,
50009746,4,"Seiltänzer, Der",Der Seiltänzer,,
50009778,4,"Memorare des heiligen Bernhard, Das",Das Memorare des heiligen Bernhard,,
50009802,4,"Engelsgruß, Der",Der Engelsgruß,,
50009877,3,"Robinette, La",La Robinette,,
50009892,3,"Buna saira, La",La Buna saira,1,
50009893,4,"Kamichfäger, Der",Der Kamichfäger,,
50009894,4,"Weltlich Jäger, Der",Der Weltlich Jäger,1,
50009896,3,"Traschchia nouva, La",La Traschchia nouva,1,
50009899,4,"Chioschas schrdämadas, Las",Las Chioschas schrdämadas,1,
50009903,4,"Schönes Lied, Ein",Ein Schönes Lied,1,
50009906,4,"Pauren Dretten, Die",Die Pauren Dretten,,
50009907,4,"Ander hübsch Lied, Ein",Ein Ander hübsch Lied,1,
50009912,2,"Cumio, L'",L'Cumio,1,
50009938,4,"Kriegerbraut, Die",Die Kriegerbraut,,
50009940,4,"Letzte Krieg, Der",Der Letzte Krieg,1,
50009942,4,"Drei Dörfer, Die",Die Drei Dörfer,1,
50009943,4,"Pfändung, Die",Die Pfändung,,
50009944,4,"Knapp, Der",Der Knapp,,
50009945,4,"Wilde Heer, Das",Das Wilde Heer,1,
50009946,4,"Hirt', Der",Der Hirt',,
50009949,4,"Rekrut, Der",Der Rekrut,,
50009951,4,"Soldaten, Die",Die Soldaten,,
50009955,4,"Mai ist da, Der",Der Mai ist da,,
50009960,4,"Geistlich' Abendlied, Ein",Ein Geistlich' Abendlied,1,
50009966,4,"Heiligen Orte, Die",Die Heiligen Orte,1,
50009967,4,"Drei großen christlichen Feste, Die",Die Drei großen christlichen Feste,1,
50009971,4,"Gottesacker, Der",Der Gottesacker,,
50009977,4,"Schweizerheimat, Die",Die Schweizerheimat,,
50009978,4,"Kaiserlied, Das",Das Kaiserlied,,
50009980,4,"Glöcklein, Das",Das Glöcklein,,
50009981,3,"Mailüfterl, 's",'s Mailüfterl,,
50009983,4,"Gärtner, Der",Der Gärtner,,
50009988,4,"Gemsjäger, Der",Der Gemsjäger,,
50009995,4,"Schweizerbue, Der",Der Schweizerbue,,
50009996,4,"Dorfkirchglocke, Die",Die Dorfkirchglocke,,
50010000,4,"Heidenröslein, Das",Das Heidenröslein,,
50010001,4,"Gang ins Tal, Der",Der Gang ins Tal,,
50010004,4,"Herdenreihen, Der",Der Herdenreihen,,
50010006,4,"Grütli, Das",Das Grütli,,
50010008,4,"Wanderer in der Sägemühle, Der",Der Wanderer in der Sägemühle,,
50010018,4,"Gebrochene Akkord, Der",Der Gebrochene Akkord,1,
50010033,4,"Traurige Jäger, Der",Der Traurige Jäger,1,
50010036,3,"Marguerite du val d'Andorre, La",La Marguerite du val d'Andorre,,
50010044,4,"Nußbaum, Der",Der Nußbaum,,
50010067,4,"Traum, Der",Der Traum,,
50010077,3,"Spätzli, 's",'s Spätzli,,
50010079,2,"Störchli, D'",D'Störchli,,
50010088,4,"Lied vom Zeitgeiste, Das",Das Lied vom Zeitgeiste,,
50010090,4,"Beste Arznei, Die",Die Beste Arznei,1,
50010120,4,"Toteninsel, Die",Die Toteninsel,,
50010147,3,"Vallée de Montmorency, La",La Vallée de Montmorency,1,
50010150,3,"Printemps, Le",Le Printemps,1,
50010185,3,"Jolie blanchisseuse, La",La Jolie blanchisseuse,1,
50010187,3,"Droit du seigneur, Le",Le Droit du seigneur,1,
50010199,3,"Pipe de tabac, La",La Pipe de tabac,1,
50010232,3,"Rivage de Vaucluse, Le",Le Rivage de Vaucluse,1,
50010288,3,"Rosier, Le",Le Rosier,1,
50010290,3,"Ménage de garçon, Le",Le Ménage de garçon,1,
50010304,2,"Amour filial, L'",L'Amour filial,1,
50010318,4,"Chevilles de maître Adam, Les",Les Chevilles de maître Adam,1,
50010336,3,"Chant du départ, Le",Le Chant du départ,1,
50010338,3,"Partie carrée, La",La Partie carrée,1,
50010353,3,"Jeune hôtesse, La",La Jeune hôtesse,1,
50010364,3,"Diable couleur de rose, Le",Le Diable couleur de rose,1,
50010368,4,"Femmes vengées, Les",Les Femmes vengées,1,
50010383,4,"Deux ermites, Les",Les Deux ermites,1,
50010448,2,"Erreur d'un moment, L'",L'Erreur d'un moment,1,
50010459,4,"Fausses apparences, Les",Les Fausses apparences,1,
50010508,3,"Carillon savoyard, Le",Le Carillon savoyard,1,
50010511,3,"Cadet Roussel, Le",Le Cadet Roussel,1,
50010517,3,"Belle au bois dormant, La",La Belle au bois dormant,1,
50010518,3,"Berceuse, La",La Berceuse,1,
50010519,3,"Béquille du père Barnabas, La",La Béquille du père Barnabas,1,
50010521,3,"Caracoua, La",La Caracoua,,
50010522,3,"Croisée, La",La Croisée,1,
50010523,3,"Fanfare de Saint-Cloud, La",La Fanfare de Saint-Cloud,1,
50010524,3,"Folle, La",La Folle,1,
50010526,3,"Marche du roi de Prusse, La",La Marche du roi de Prusse,1,
50010527,3,"Moisson, La",La Moisson,1,
50010528,3,"Matrone d'Ephèse, La",La Matrone d'Ephèse,1,
50010530,3,"Meunière, La",La Meunière,1,
50010531,3,"Paille, La",La Paille,1,
50010532,3,"Parole, La",La Parole,1,
50010533,3,"P'tit poste de Paris, La",La P'tit poste de Paris,1,
50010534,3,"Pauvre femme, La",La Pauvre femme,1,
50010535,3,"Petite Nannette, La",La Petite Nannette,1,
50010537,3,"Pied de mouton, Le",Le Pied de mouton,1,
50010538,3,"Queue du diable, La",La Queue du diable,1,
50010539,3,"Ronde de la ferme et du chateau, La",La Ronde de la ferme et du chateau,1,
50010540,3,"Sentinelle, La",La Sentinelle,1,
50010541,4,"Fleurettes, Les",Les Fleurettes,1,
50010542,4,"Amants, Les",Les Amants,1,
50010543,4,"Fraises, Les",Les Fraises,1,
50010544,4,"Matines du frère Jacques, Les",Les Matines du frère Jacques,1,
50010545,4,"Pèlerins de saint Jacques, Les",Les Pèlerins de saint Jacques,1,
50010546,4,"Pendus, Les",Les Pendus,1,
50010547,4,"Trembleurs, Les",Les Trembleurs,1,
50010548,3,"Batelier, Le",Le Batelier,1,
50010549,3,"Cantique de saint Hubert, La",La Cantique de saint Hubert,1,
50010550,3,"Carillon de Vendôme, Le",Le Carillon de Vendôme,1,
50010551,3,"Carillon de Dunkerque, Le",Le Carillon de Dunkerque,1,
50010555,3,"Galoubet, Le",Le Galoubet,1,
50010556,3,"Gondolier vénitien, Le",Le Gondolier vénitien,1,
50010557,3,"Lendemain, Le",Le Lendemain,1,
50010558,3,"Négligé, Le",Le Négligé,1,
50010559,3,"Pas des trois cousines, Le",Le Pas des trois cousines,1,
50010561,3,"Pot de fleurs, Le",Le Pot de fleurs,1,
50010562,3,"Prévôt des marchands, Le",Le Prévôt des marchands,1,
50010564,4,"Visitandines, Les",Les Visitandines,1,
50010570,2,"Officier de fortune, L'",L'Officier de fortune,1,
50010573,3,"Belle fermière, La",La Belle fermière,1,
50010574,3,"Belle Marie, La",La Belle Marie,1,
50010575,3,"Pupille, La",La Pupille,1,
50010576,4,"Amours d'été, Les",Les Amours d'été,1,
50010577,4,"Deux jumeaux de Bergame, Les",Les Deux jumeaux de Bergame,1,
50010578,4,"Deux veuves, Les",Les Deux veuves,1,
50010579,4,"Poetes sans souci, Les",Les Poetes sans souci,1,
50010581,4,"Vélocifères, Les",Les Vélocifères,1,
50010582,3,"Bûcheron, Le",Le Bûcheron,1,
50010584,3,"Départ pour Saint-Malo, Le",Le Départ pour Saint-Malo,1,
50010585,3,"Jaloux malade, Le",Le Jaloux malade,1,
50010586,3,"Mameluck, Le",Le Mameluck,,
50010588,3,"Maréchal ferrant, Le",Le Maréchal ferrant,1,
50010589,3,"Pauvre Jacques, Le",Le Pauvre Jacques,1,
50010594,4,"Journalisten, Die",Die Journalisten,,
50010595,4,"Jungfrau von Orleans, Die",Die Jungfrau von Orleans,,
50010599,4,"Ehegericht, Das",Das Ehegericht,,
50010602,4,"Hofgesinde der Venus, Das",Das Hofgesinde der Venus,,
50010604,4,"Tolle Mops, Der",Der Tolle Mops,1,
50010605,4,"Wachsame Posten, Der",Der Wachsame Posten,1,
50010606,3,"Schwiezerbueb, An",An Schwiezerbueb,,
50010616,4,"Volksgesang, Der",Der Volksgesang,,
50010621,4,"Königssohn, Der",Der Königssohn,,
50010635,4,"Hummelchen, Das",Das Hummelchen,,
50010640,3,"Prière, La",La Prière,1,
50010641,3,"Prière pour tous, La",La Prière pour tous,1,
50010642,4,"Exilés, Les",Les Exilés,1,
50010647,3,"Ange, Un",Un Ange,1,
50010660,3,"Pescatore, Il",Il Pescatore,1,
50010669,2,"Âme, L'",L'Âme,1,
50010671,4,"Welke Kranz, Der",Der Welke Kranz,1,
50010673,4,"Albumblatt, Ein",Ein Albumblatt,,
50010681,3,"Diable, Le",Le Diable,1,
50010688,4,"Cloches du soir, Les",Les Cloches du soir,1,
50010695,3,"Réveil des bergers, Le",Le Réveil des bergers,1,
50010696,2,"Amour, L'",L'Amour,1,
50010713,2,"Écharpe blanche, L'",L'Écharpe blanche,1,
50010718,3,"Baladine, La",La Baladine,1,
50010719,3,"Ballerina, La",La Ballerina,1,
50010724,2,"Amazone, L'",L'Amazone,,
50010725,3,"Bayadère, La",La Bayadère,1,
50010730,3,"Chanson du gondolier, La",La Chanson du gondolier,1,
