3900463	Aachen	50000797	Aachen
3900725	Aarau	50000665	Aarau
3902657	Baden	50000043	Baden
3900234	Basel	50000051	Basel
3903218	Bath	50000052	Bath
3900054	Berlin	50000058	Berlin
3900294	Bern	50000065	Bern
3900984	Binningen	50004304	Binningen
3900002	Bologna	50000078	Bologna
3905581	Brugg	50003341	Brugg
3900114	Budapest	50000080	Budapest
3900989	Chur	50000132	Chur
3903289	Crema	50000838	Crema
3900090	Darmstadt	50000150	Darmstadt
3900361	Dessau	50000157	Dessau
3900930	Dornach	50004306	Dornach
3900046	Dresden	50000167	Dresden
3900055	Einsiedeln	50000844	Einsiedeln
3900706	Essen	50001624	Essen
3030793	Estavayer-le-Lac	50004311	Estavayer-le-Lac
4000082	Fontainebleau	50003749	Fontainebleau
3900220	Genève	50000230	Genève
3900107	Hamburg	50000276	Hamburg
3900400	Heidelberg	50000288	Heidelberg
3900186	Köln	50000326	Köln
3900414	København	50000322	København
3900936	Lausanne	50000345	Lausanne
3900064	Leipzig	50000354	Leipzig
3905249	Lenzburg	50000407	Lenzburg
3900003	London	50000385	London
3900402	Luzern	50000400	Luzern
3900056	Milano	50000435	Milano
3900005	München	50000450	München
3900050	Napoli	50000458	Napoli
3901763	Neuchâtel	50000507	Neuchâtel
3905677	Nyon	50003606	Nyon
3901027	Olten	50000953	Olten
3900155	Paris	50000527	Paris
3900408	Parma	50000532	Parma
3900110	Praha	50000562	Praha
3905895	Reggio Emilia	50002535	Reggio Emilia
3900065	Roma	50000587	Roma
3902765	Sarnen	50000454	Sarnen
3900927	Schaffhausen	50000615	Schaffhausen
3902929	Schwyz	50000948	Schwyz
3902766	Solothurn	50000005	Solothurn
3900350	St. Gallen	50000644	St. Gallen
3903557	Stans	50002820	Stans
3900097	Stuttgart	50000670	Stuttgart
3900139	Torino	50000676	Torino
3900062	Venezia	50000704	Venezia
3900399	Versailles	50000709	Versailles
3900069	Weimar	50000722	Weimar
3900059	Wien	50000731	Wien
3901142	Winterthur	50003095	Winterthur
3900136	Zürich	50000752	Zürich
3011546	new	50004312	new
3904846	new	50004307	new
3901604	new	50001355	new
