24267	Mariae (B.V.)	50000004	Mariae (B.V.)
24268	Nativitas Domini	50000002	Nativitas Domini
24271	Circumcisio Domini	50000037	Circumcisio Domini
24275	Epiphania Domini	50000095	Epiphania Domini
24287	Mariae (B.V.) Purificatio	50000049	Mariae (B.V.) Purificatio
24301	Mariae (B.V.) Annuntiatio	50000050	Mariae (B.V.) Annuntiatio
24303	Mariae (B.V.) Conceptio Immaculata	50000013	Mariae (B.V.) Conceptio Immaculata
24304	Mariae (B.V.) Nativitas	50000056	Mariae (B.V.) Nativitas
24305	Michaelis Archangeli, Dedicatio	50000051	Michaelis Archangeli, Dedicatio
24306	Pentecostes	50000001	Pentecostes
24317	Commune plurimorum Martyrum	50000135	Commune plurimorum Martyrum
24318	Dedicatio Ecclesiae	50000011	Dedicatio Ecclesiae
24320	Ascensio Domini	50000005	Ascensio Domini
24321	Commune unius Martyris	50000109	Commune unius Martyris
24322	Mariae (B.V.) Assumptio	50000014	Mariae (B.V.) Assumptio
24326	De Sanctis	50000047	De Sanctis
24328	Adventus	50000007	Adventus
24329	Corpus Christi	50000010	Corpus Christi
24330	Omnium Sanctorum	50000006	Omnium Sanctorum
24332	Commune Apostolorum	50000009	Commune Apostolorum
24333	Commune Confessoris Pontificis	50000019	Commune Confessoris Pontificis
24334	Commune Virginum	50000172	Commune Virginum
24343	Resurrectio Domini	50000029	Resurrectio Domini
24370	Mariae (B.V.) Nomen	50000326	Mariae (B.V.) Nomen
24386	Petri Martyris	50000322	Petri Martyris
24390	Raphaelis Archangeli	50000215	Raphaelis Archangeli
24397	Mariae (B.V.) Visitatio	50000052	Mariae (B.V.) Visitatio
24398	Andreae Apostoli	50000116	Andreae Apostoli
24399	Mariae (B.V.) de Monte Carmelo	50000254	Mariae (B.V.) de Monte Carmelo
24400	Quadragesima	50000155	Quadragesima
24401	Adventus, Dominicae	50000285	Adventus, Dominicae
24406	Pascha	50000048	Pascha
24407	Sabbato Sancto	50000046	Sabbato Sancto
24408	De Spiritu Sancto	50000271	De Spiritu Sancto
24410	Passio Domini	50000003	Passio Domini
24420	Angelorum Custodum	50000087	Angelorum Custodum
24422	Francisci Confessoris	50000015	Francisci Confessoris
24425	Pauli Apostoli, Conversio	50000115	Pauli Apostoli, Conversio
24427	Commune Confessoris	50000008	Commune Confessoris
24428	Stephani Protomartyris	50000112	Stephani Protomartyris
24429	Nativitas Domini, Vigilia	50000126	Nativitas Domini, Vigilia
24433	Commune Confessoris non Pontificis	50000020	Commune Confessoris non Pontificis
24434	Laurentii Martyris	50000128	Laurentii Martyris
24435	Thomae Apostoli	50000242	Thomae Apostoli
24439	Matthiae Apostoli	50000094	Matthiae Apostoli
24444	Joannis Cantii Confessoris	50000180	Joannis Cantii Confessoris
24460	Philippi et Jacobi Apostolorum	50000227	Philippi et Jacobi Apostolorum
24465	Bartholomaei Apostoli	50000028	Bartholomaei Apostoli
24466	Michaelis Archangeli, Apparitio	50000085	Michaelis Archangeli, Apparitio
24467	Gabrielis Archangeli	50000131	Gabrielis Archangeli
24470	Jacobi Apostoli	50000243	Jacobi Apostoli
24473	Joannis et Pauli Martyrum	50000168	Joannis et Pauli Martyrum
24477	Commune Virginum et Martyrum	50000249	Commune Virginum et Martyrum
24485	Petri ad Vincula	50000213	Petri ad Vincula
24487	Joannis Baptistae, Decollatio	50000278	Joannis Baptistae, Decollatio
24495	Mariae (B.V.) Maternitas	50000181	Mariae (B.V.) Maternitas
24496	Commune Confessorum	50000234	Commune Confessorum
24561	Circumcisio Domini, Dominica post	50000059	Circumcisio Domini, Dominica post
24585	Simonis et Judae Apostolorum	50000096	Simonis et Judae Apostolorum
24586	De Dominica	50000055	De Dominica
24587	Joannis Nepomuceni Martyris	50000165	Joannis Nepomuceni Martyris
