50007540	30077776		NULL	Cäcilienverein Karlsruhe
50007234	30077778		NULL	Cäcilienverein Luzern
50007349	30077779		NULL	Cäcilienverein Neuenkirch
50007214	30077780		NULL	Cäcilienverein Schönenwerd
50007161	30077781		NULL	Cäcilienverein Solothurn
50007268	30077782		NULL	Cäcilienverein Weggis
50007480	30077783		NULL	Männerchor des Cäcilienvereins Aarau
50007368	30077931		NULL	Freimaurerloge Zum goldenen Hirsch Offenburg
50007407	30077934		NULL	Füri-Quartett
50007406	30077935		NULL	Zurbrügg-Quartett
50007377	30077936		NULL	Hellmesberger Quartett
50007206	30077937		NULL	Rudolf Mosersches Quartett
50007551	30077938		NULL	Schlosswilerquartett
50007344	30077978		NULL	Christkatholischer Kirchenchor Aarau
50007180	30077980		NULL	Kirchenchor Aldegund
50007496	30077981		NULL	Kirchenchor Egg
50007462	30077982		NULL	Kirchenchor Enge
50007444	30077983		NULL	Kirchenchor Netstal
50007167	30077984		NULL	Kirchenchor Rain
50007209	30077985		NULL	Kirchenchor Schönenwerd
50007395	30077986		NULL	Kirchenchor St. Anton Zürich
50007396	30077987		NULL	Kirchenchor Zweisimmen
50007343	30077988		NULL	Reformierter Kirchenchor Aarau
50007397	30077989		NULL	Reformierter Kirchenchor Liestal
50007282	30077990		NULL	Kirchenchor der Liebfrauenkirche Gebweiler
50007421	30078006		NULL	Sankt Galler Bläserquintett
50007235	30078009		NULL	Institut der Englischen Fräulein, Augsburg
50007524	30078157		NULL	Société de Musique de Chambre pour Instruments á Vent Paris
50007202	30078177		NULL	Allgemeiner Schweizerischer Sängerverein
50007523	30078178		NULL	Fondation de l'Hospice du Samaritain de Vevey
50007721	40006702		NULL	F.E.C. Leuckart, Leipzig
50007863	30078314		NULL	Universal Edition, Wien
50007891	51000530		NULL	B. Schott, Mainz
50007722	30078348		NULL	C. F. Peters, Leipzig
50007648	30078454		NULL	Volksliturgisches Apostolat, Klosterneuburg
50007748	30078458		NULL	Möseler
50007698	30078508		NULL	Bosworth & Co., Leipzig
50007263	30078796		NULL	Sängerbund S Gotthard
50007416	30078803		NULL	Coppenrath, Alfred
50007337	30078901		NULL	Section Moléson du Club Alpin
50007274	30078925		NULL	Asperchor Aarau
50007164	30078943		NULL	Bürgergesangverein Schöningen
50007252	30078944		NULL	Akademischer Gesangsverein der Universität Wien
50007392	30078947		NULL	Berliner Lehrer Gesangverein
50007351	30078948		NULL	Berner Kantonalgesangverein
50007279	30079033		NULL	Martins-Chor, Freiburg
50007536	30079166		NULL	Männergesangverein Arion New York
50007515	30079233		NULL	Lehrergesangverein Leipzig
50007273	30079234		NULL	Gesangverein Langenthal
50007535	30079234		NULL	Gesangsverein Langenthal
50007404	30079235		NULL	Berner Kammerchor
50007254	30079293		NULL	Volksliedertafel Halle
50007118	30079331		NULL	Musikalische Gesellschaft Zürich
50007434	30079349		NULL	Chor zu Wurmsbach
50007287	30079358		NULL	Société cantonale des Chanteurs Fribourgeois
50007332	30079359		NULL	Céciliennes du canton de Fribourg
50007313	30079360		NULL	Instituteurs du canton de Fribourg
50007545	30079379		NULL	Gemischter Chor Lützelflüh
50007111	30079382		NULL	Engelberg, Chor
50007529	30079383		NULL	Gemischter Chor Baden
50007271	30079385		NULL	Gemischter Chor Libertas Zürich
50007177	30079386		NULL	Gemischter Chor Schüpfheim
50007373	30079387		NULL	Gemischter Chor Vitznau
50007430	30079388		NULL	Graschuner Chor
50006835	30079405		CH-FI	Katholisches Pfarr- und Kirchgemeindearchiv, Fischingen TG
50007856	30079405		NULL	Katholisches Pfarr- und Kirchgemeindearchiv Fischingen
50007507	30079432		NULL	Frauenchor Basel
50007439	30079433		NULL	Römisch-katholische Gemeinde Basel
50007431	30079445		NULL	Oratorianerkloster Edgbaston, Birmingham
50007363	30079465		NULL	Liedertafel des deutschen Turnvereins London
50007525	30079503		NULL	Concordia Mulhouse
50007526	30079504		NULL	Choeur des Dames de la Concordia Mulhouse
50007261	30079505		NULL	Gesangverein Concordia Glückstadt
50007454	30079506		NULL	Männerchor Concordia Altstätten
50007258	30079507		NULL	Männergesangverein Concordia Düsseldorf
50007481	30079508		NULL	Gesangssektion des Kaufmännischen Vereins Zürich
50007437	30079522		NULL	Steiermärkischer Männergesangsverein
50007508	30079545		NULL	Schweizer Gesellschaft, Leipzig
50007724	30079545		NULL	Schweizergesellschaft in Leipzig
50007157	30079685		NULL	Deutscher Sängerkreis, Mönchengladbach
50007381	30079686		NULL	Deutscher Cäcilienverein
50007412	30079687		NULL	Berner Kammerorchester
50007267	30079688		NULL	Uebeschi-Chor der Berner Liedertafel
50007205	30079738		NULL	Allgemeine Musikgesellschaft
50007375	30079739		NULL	Trautenauer Harmonie
50007226	30079742		NULL	Männerchor Harmonie Zürich
50007347	30079743		NULL	Männerchor Arbon
50007424	30079744		NULL	Männerchor Arosa
50007446	30079745		NULL	Männerchor Aussersihl
50007246	30079746		NULL	Männerchor Bachtel
50007340	30079747		NULL	Männerchor Baden
50007445	30079748		NULL	Männerchor Burgdorf
50007196	30079749		NULL	Männerchor Chur
50007251	30079750		NULL	Männerchor Enge
50007464	30079751		NULL	Männerchor Frauenfeld
50007326	30079752		NULL	Männerchor Fribourg
50007354	30079753		NULL	Männerchor Frohsinn Brugg
50007248	30079754		NULL	Männerchor Frohsinn Glarus
50007478	30079755		NULL	Männerchor Frohsinn Interlaken
50007530	30079756		NULL	Männerchor Frohsinn Luzern
50007448	30079757		NULL	Männerchor Frohsinn Neuenburg
50007557	30079757		NULL	Männerchor Frohsinn Neuenburg
50007453	30079758		NULL	Männerchor Harmonie Maienfeld
50007452	30079759		NULL	Männerchor Horgen
50007455	30079760		NULL	Männerchor La Chaux-de-Fonds
50007447	30079761		NULL	Männerchor Ligia grischa Ilanz
50007500	30079762		NULL	Männerchor Luzern
50007244	30079763		NULL	Männerchor Meggen
50007272	30079764		NULL	Männerchor Pfäffikon
50007457	30079765		NULL	Männerchor Rapperswil
50007353	30079766		NULL	Männerchor Riehen
50007473	30079767		NULL	Männerchor Rüti Zürich
50007250	30079768		NULL	Männerchor Samaden
50007264	30079769		NULL	Männerchor Schwyz
50007277	30079770		NULL	Männerchor Solothurn
50007450	30079771		NULL	Männerchor Stäfa
50007449	30079772		NULL	Männerchor Thusis
50007472	30079773		NULL	Männerchor Trogen
50007249	30079774		NULL	Männerchor Unterstrass
50007247	30079775		NULL	Männerchor Uster
50007269	30079776		NULL	Männerchor Weggis
50007451	30079777		NULL	Männerchor Wil
50007169	30079778		NULL	Männerchor Wollishofen
50007227	30079779		NULL	Männerchor Zürich
50007527	30079784		NULL	Choeur des Dames de la Société Chorale Neuchâtel
50007422	30079785		NULL	Damenchor Pontresina
50007372	30079786		NULL	Domchor Augsburg
50007528	30079789		NULL	Société d'orchestre Mulhouse
50007485	30079790		NULL	Heimatschutz-Verein Bärnerland Zürich
50007242	30079791		NULL	Männergesang-Verein Klagenfurt
50007215	30079795		NULL	Verein Schweizerischer Tonkünstler
50007482	30079797		NULL	Akademische Vereine
50007483	30079798		NULL	Alpenvereine
50007380	30079800		NULL	Cäcilienvereine der Schweiz
50007501	30079802		NULL	Eidgenössische Sängervereine
50007166	30079803		NULL	Gesangsclub des Vereins Merkur Nürnberg
50007171	30079806		NULL	Gesangverein Harlem-Eintracht
50007223	30079807		NULL	Gesangverein Olten
50007463	30079809		NULL	Gesangverein Technikum
50007260	30079810		NULL	Gesangverein Weidenau
50007477	30079811		NULL	Glarner Kantonalsängerverein
50007552	30079812		NULL	Gymnasialverein der Lerberschule Bern
50007181	30079816		NULL	Kölner Zitherverein
50007239	30079818		NULL	Lehrergesangsverein Elberfeld
50007339	30079819		NULL	Lehrergesangverein des Amtes Konolfingen
50007156	30079820		NULL	Lehrergesangverein Zürich
50007278	30079822		NULL	Leipziger Lehrergesangverein
50007393	30079823		NULL	Luzerner Kantonalgesangverein
50007176	30079824		NULL	Luzernischer kantonaler Cäcilienverein
50007554	30079826		NULL	Musikverein Harmonia
50007474	30079828		NULL	Sänger des Statistenvereins am Stadttheater Zürich
50007151	30079829		NULL	Schweizerischer Studentenverein (StV)
50007549	30079830		NULL	Schweizerischer Zofingerverein, Sektion Bern
50007469	30079831		NULL	Seeländischer Lehrergesangverein
50007270	30079832		NULL	Singchor des Kaufmännischen Vereins Stuttgart
50007348	30079834		NULL	St. Gallischer Kantonalsängerverein
50007476	30079835		NULL	Techniker-Gesangverein Winterthur
50007179	30079836		NULL	Thurgauischer Cäcilienverein
50007153	30079842		NULL	Cherubinigesellschaft Florenz
50007432	30079843		NULL	Musikgesellschaft Altdorf
50007220	30079847		NULL	Konservatorium Basel
50007506	30079848		NULL	Musikschule Basel
50007443	30079849		NULL	Kantonsschule Luzern
50007201	30079850		NULL	Knabensingschulen Zürich
50007553	30079851		NULL	Lerberschule Bern
50007400	30079852		NULL	Neue Mädchenschule Bern
50007401	30079853		NULL	Pflegerinnenschule Lindenhof Bern
50007544	30079854		NULL	Sekundarschule Langnau
50007510	30079865		NULL	Musique de la Ville de Lucerne
50007511	30079866		NULL	Musique de Porrentruy
50007253	30079868		NULL	Union musicale Strasbourg
50007466	30079871		NULL	Frauenchor des Stuttgarter Liederkranzes
50007550	30079872		NULL	Münsterchor Bern
50007280	30079875		NULL	Pfarrkirchenchor Zillisheim
50007358	30079876		NULL	Töchterchor Thalwil
50007044	30079877		NULL	Beromünster, Stiftschor
50007163	30079877		NULL	Stiftschor S Michael Beromünster
50007369	30079878		NULL	Stiftschor S Leodegar Luzern
50007499	30079879		NULL	Stiftschor Luzern
50007162	30079880		NULL	Stiftschor Beromünster
50007281	30079881		NULL	S Stephanschor Mühlhausen
50007228	30079884		NULL	Domchor S Urs Solothurn
50007001	30079885		NULL	Bolzano, Chor
50007276	30079890		NULL	Liedertafel Löbenhain
50007345	30079891		NULL	Liedertafel Luzern
50007367	30079892		NULL	Liedertafel Stuttgart
50007537	30079893		NULL	Liedertafel Ulm an der Donau
50007365	30079896		NULL	Ottakringer Liedertafel Wien
50007411	30079897		NULL	Evangelisches Seminar Muristalden
50007160	30079904		NULL	Liederhalle Karlsruhe
50007408	30079915		NULL	Akademie Amriswil
50007468	30079916		NULL	Akademie der Tonkunst Magdeburg
50007543	30079917		NULL	Sing-Akademie Dessau
50007519	30079926		NULL	Choeur d'hommes de Lausanne
50007520	30079927		NULL	Société Chorale de Vevey
50007283	30079929		NULL	Choeur mixte de la cathédrale S Nicolas Fribourg
50007489	30079930		NULL	Joli choeur
50007203	30079931		NULL	Société Chorale de Genève
50007391	30079932		NULL	Société Chorale Italienne de Genève
50007259	30079933		NULL	Société chorale Mutzig
50007292	30079934		NULL	Société de chant d'Albeuve
50007320	30079935		NULL	Société de chant de Charmey
50007329	30079935		NULL	Société de chant de Estavayer-le-Lac
50007322	30079937		NULL	Société de chant de la Tour-de-Trême
50007336	30079938		NULL	Société de chant de la Ville de Fribourg
50007299	30079939		NULL	Société de chant de Morlon
50007319	30079940		NULL	Société de chant de Neirivue
50007304	30079941		NULL	Société de chant de Promasens
50007301	30079942		NULL	Société de chant de Vuadens
50007296	30079943		NULL	Société de chant de Vuippens
50007514	30079944		NULL	Société de chant du Conservatoire de Genève
50007352	30079947		NULL	Société des Etudiants Suisses
50007233	30079948		NULL	Société des traditions populaires Bâle
50007230	30079949		NULL	Société fédérale de Chant
50007127	30079950		NULL	Société philarmonique Petersbourg
50007308	30079957		NULL	Sociétés chorales de Romont
50007231	30079958		NULL	Sociétés chorales Suisse romande
50007112	30079959		NULL	Chorus Mariastein
50007195	30079963		NULL	Kloster S Joseph Solothurn
50007438	30079964		NULL	Kloster St. Maria Stern, Augsburg
50007077	30079965		NULL	Mehrerau, Zisterzienserkloster
50007533	30079965		NULL	Kloster Wettingen-Mehrerau
50007398	30079966		NULL	Gemeinde Muri-Gümligen
50007178	30079970		NULL	Priesterseminar St. Emmeran, Regensburg
50007435	30079970		NULL	S Emmeran, Regensburg
50007403	30079977		NULL	Evangelische Singgemeinde
50007423	30079981		NULL	Benediktinerkloster Disentis
50007370	30079983		NULL	Kapuzinerkloster Solothurn
50007495	30079984		NULL	Klosterfrauen auf dem Gubel
50007471	30079988		NULL	Badischer Sängerbund
50007413	30079989		NULL	Christlicher Sängerbund der Schweiz
50007262	30079990		NULL	Pfälzischer Sängerbund
50007245	30079991		NULL	Rheinischer Sängerbund
50007460	30079992		NULL	Sängerbund Arminius Wien
50007158	30079994		NULL	Sängerbund Göppingen
50007518	30079995		NULL	Sängerbund Vitznau
50007470	30079996		NULL	Sängerbund Wetzikon
50007255	30079997		NULL	Sängerbund Wien
50007362	30079998		NULL	Sängerrunde Bodan Konstanz
50007461	30080000		NULL	Schwäbischer Sängerbund
50007334	30080007		NULL	Cécilienne d'Avry-devant-Pont
50007324	30080008		NULL	Cécilienne d'Ependes
50007302	30080009		NULL	Cécilienne de Cerniat
50007316	30080010		NULL	Cécilienne de Grandvillars
50007331	30080011		NULL	Cécilienne de Gruyères
50007298	30080012		NULL	Cécilienne de La Roche
50007291	30080013		NULL	Cécilienne de Le-Pasquier
50007295	30080014		NULL	Cécilienne de Montbovon
50007317	30080015		NULL	Cécilienne de Pont-la-Ville
50007318	30080016		NULL	Cécilienne de Sâles
50007321	30080017		NULL	Cécilienne de Vaulruz
50007297	30080018		NULL	Cécilienne de Villarvolard
50007305	30080019		NULL	Cécilienne l'Espérance de Bulle
50007306	30080020		NULL	Cécilienne Vuisternens
50007386	30080022		NULL	Chöre der österreichisch-ungarischen Monarchie
50007284	30080023		NULL	Choeurs d'église broyards
50007294	30080024		NULL	Chorale de Notre-Dame les Pâquis Genève
50007516	30080025		NULL	Conservatoire de Genève
50007323	30080034		NULL	Ecole d'agriculture de Grangeneuve
50007494	30080035		NULL	Einsiedlische Schuljugend
50007240	30080036		NULL	Erziehungs-Institute Lautrach
50007433	30080039		NULL	Lehr- und Erziehungsinstitut Freiburg im Breisgau
50007385	30080040		NULL	Lehrschwesterninstitut Menzingen
50007371	30080044		NULL	Franziskushaus Solothurn
50007532	30080049		NULL	Gesellenhaus Stuttgart
50007493	30080050		NULL	Groupe choral fribourgeois
50007307	30080051		NULL	Gymnastes fribourgeois
50007338	30080053		NULL	Harmonie de Broc
50007361	30080057		NULL	Infanterie-Regiment 19
50007335	30080059		NULL	Inspecteurs des Ecoles Primaires
50007243	30080062		NULL	Kursteilnehmer des Worb Spieltages
50007328	30080063		NULL	Landsturm fribourgeois
50007190	30080064		NULL	Löbliches Gotteshaus O.S.F in Nockersegg
50007487	30080069		NULL	Mélodie pastorale Gruyères
50007359	30080074		NULL	Nidwaldner Kirchenchöre
50007350	30080079		NULL	Pensionnat du Sacré coeur Estavayer-le-lac
50007509	30080094		NULL	Lyre de Vevey et Montreux
50007512	30080095		NULL	Concordia
50007513	30080096		NULL	La Jurassienne du Sentier
50007387	30080120		NULL	Zentralverband Katholischer Jünglinge der Schweiz
50007289	30080191		NULL	Zaehringia Freiburg
50007314	30080199		NULL	Village de Crésuz
50007229	30080202		NULL	Union Chorale de Lausanne
50007560	30080202		NULL	Union Chorale de Lausanne
50007379	30080205		NULL	Theresianum Ingenbohl
50007420	30080207		NULL	Trio Stradivarius
50007932	30080410		CH-NYan	Association Niedermeyer - Centre de documentation
50007783	40001493		NULL	Boyer, Paris
50007872	40002228		NULL	Chabal, Paris
50007890	30061105		NULL	Chappell, London
50007899	40002456		NULL	Rober Cocks, London
50007830	40002754		NULL	Paris, D'Enouville
50007841	40003353		NULL	Melles Erard, Paris
50007612	40003432		NULL	Falter und Sohn München
50007610	40003958		NULL	Gail und Hedler
50007846	40005073		NULL	Hoffmeister & Kühnel (Bureau de Musique), Leipzig
50007824	40005335		NULL	Imbault, Paris
50007784	40006448		NULL	Le Menu, Paris
50007871	51000071		NULL	Henry Lemoine, Paris
50007815	40006811		NULL	Longman & Broderip, London
50007874	40009854		NULL	Schonenberger, Paris
50007790	40010070		NULL	Sieber
50007599	40011222		NULL	Wanaz, Albert
50007859	40012207		NULL	Orell, Geßner, Füßli & Co. (Zürich)
50007873	40090331		NULL	Colombier, Paris
50007769	40090675		NULL	H. Wagenführ, Berlin
50007011	50007013		NULL	Beromünster
50007577	50007222		NULL	Hug, Gebrüder, Zürich
50007241	30079053		NULL	ADDED
50007522	40005090		NULL	ADDED
50007578	40001558		NULL	ADDED
50007762	40003989		NULL	ADDED
50007844	30080634		NULL	ADDED
50007851	40004485		NULL	ADDED
13377	71028		NULL	ADDED
29199	78931		NULL	ADDED
39250	40010191		NULL	ADDED
62774	40002683		NULL	ADDED
310166	40000434		NULL	ADDED
30061355	40009858		NULL	ADDED
30077276	40005932		NULL	ADDED
30078299	40006702		NULL	ADDED
30078327	51000530		NULL	ADDED
40002260	30061105		NULL	ADDED
40006653	51000071		NULL	ADDED
