30003048,30026668
34778,461
30002848,30027918
35531,85
143618,332
30001538,30023263
40133,493
30002204,30026951
141907,30025657
30002621,657
41444,512
107196,2246
30000036,87
30000048,1569
76734,30026953
30074802,30000288
42183,88
49050,955
30003518,41002019
30002683,449
30000152,89
143099,529
30002692,482
86037,30026023
1874,275
30007915,2704
120534,30025465
79417,200062
30002048,841
30000064,30000002
20000426,30028996
20000429,362
30002848,234
50035894,50003874
30009658,976
86683,30027519
30003267,30020110
39452,30026089
30004811,795
79417,463
30001391,810
30010884,815
30008041,30020185
30002832,30027336
386006,30023330
132081,30025778
9700,30027685
20000365,41002205
1061,91
1061,2122
10868,93
30075339,30017219
30002444,41001004
30002203,30026090
30001440,30000314
30921,30027342
147606,94
120124,41000638
91147,30023332
30002070,353
146950,2116
20000450,645
76304,41000380
30002931,30023830
30003815,1184
1653417,30000216
30008504,3385
147161,30000228
95291,97
30003087,2793
30012763,3364
30005827,818
39858,30017227
30001152,2512
30001257,41000658
361488,1437
30000489,30027167
30001876,41000531
61092,918
39452,30000236
129685,30025426
3324,30000321
30105904,30027428
30020503,2660
128216,30028465
30102774,41000132
30001143,737
20000259,30023397
114903,263
272341,263
30000915,2016
30000917,2016
99382,296
30000064,728
30005354,306
2530,103
30002558,295
30004715,2103
30004715,200054
117715,30026606
30000743,30028242
115461,30026291
144734,30026979
126287,251
126287,320
54839,104
30000885,518
30044974,41000178
30001536,106
30002020,50006226
30002721,799
29436,1098
60700,30025522
68604,1096
59061,3670
278226,30023902
64570,3727
74534,2902
2530,3490
20000491,363
1061,110
1061,446
114557,338
30003272,485
20000287,2240
30001351,2240
30001350,2240
144451,249
20000287,2032
30001351,2032
30001350,2032
30001599,115
30003032,119
30000058,117
67338,121
2561,120
30004020,250
30001135,220
111172,1800
30018711,50003859
106642,200132
107007,272
33668,123
30002608,124
367346,1767
361299,759
